Date,Close_AAPL,Close_KO,Close_MSFT,Close_PEP,Dividends_AAPL,Dividends_KO,Dividends_MSFT,Dividends_PEP,High_AAPL,High_KO,High_MSFT,High_PEP,Low_AAPL,Low_KO,Low_MSFT,Low_PEP,Open_AAPL,Open_KO,Open_MSFT,Open_PEP,Stock Splits_AAPL,Stock Splits_KO,Stock Splits_MSFT,Stock Splits_PEP,Volume_AAPL,Volume_KO,Volume_MSFT,Volume_PEP
2020-07-17,94.3227081298828,40.23184585571289,194.3764038085937,116.01840209960938,0.0,0.0,0.0,0.0,95.12564179235272,40.309181872148336,196.44585751522288,116.36302300750836,93.84535110977188,39.63893858165586,192.94885105600204,115.06206396177808,94.9689756358416,39.931096501753984,195.8997563460039,116.00977803172267,0.0,0.0,0.0,0.0,92186800.0,13899800,31635300.0,3229300
2020-07-20,96.31045532226562,39.630332946777344,202.7309417724609,114.68296813964844,0.0,0.0,0.0,0.0,96.44999136668147,40.24042947624253,203.4015988445858,115.9753162083186,94.06322127575471,39.39832496141811,194.5009744255824,113.88170550092184,94.4108362068348,40.14590734021605,196.4075702484774,115.9753162083186,0.0,0.0,0.0,0.0,90318000.0,16633200,36884800.0,3620300
2020-07-21,94.98119354248048,40.558372497558594,200.0003662109375,115.82022094726562,0.0,0.0,0.0,0.0,97.1843655576411,41.23721044008949,204.9728327446712,117.52612976530465,94.7290530440142,40.32636446867126,199.3105434190192,115.26881966218208,97.108479119212,40.83334424781281,204.7045699499503,115.4497541658324,0.0,0.0,0.0,0.0,103433200.0,25681500,37990400.0,5435400
2020-07-22,95.24803161621094,41.65826034545898,202.87461853027344,117.1814956665039,0.0,0.0,0.0,0.0,95.93591035588942,41.69263263441998,203.4015685152361,117.38827607818702,94.59197767106568,40.41229273295889,199.6554504448588,115.17404687232757,94.68010097536472,41.18565284497189,200.43149741397403,116.79379389773624,0.0,0.0,0.0,0.0,89001600.0,29831200,49605700.0,3522300
2020-07-23,90.91268157958984,41.48639678955078,194.0506591796875,118.10338592529295,0.0,0.0,0.0,0.0,95.05709165294252,41.73559093526521,202.0794215246209,118.249850464871,90.09506076115224,41.27157492833244,193.6770063646899,116.7335001023767,94.97875484539408,41.649663501946456,198.5057661792105,117.68121414901891,0.0,0.0,0.0,0.0,197004400.0,15935000,67457000.0,5011400
2020-07-24,90.68746185302734,41.66685104370117,192.86265563964844,117.22457885742188,0.0,0.0,0.0,0.0,91.03507675484884,41.93322806268925,194.3572670026915,119.4474190273735,87.28967952196953,41.305948600213206,189.2315026252957,116.64733165325346,89.09383903723445,41.58951503994816,192.0195355397872,118.02584146524396,0.0,0.0,0.0,0.0,185438800.0,16196800,39827000.0,3300000
2020-07-27,92.83678436279295,41.65826034545898,195.30572509765625,118.61167907714844,0.0,0.0,0.0,0.0,92.92980839050868,41.68403792321879,195.42069067366208,118.6892167897218,91.53447038660092,41.40047473409528,192.44104433531257,116.18207205809132,91.75967937628276,41.40047473409528,193.02547704538188,116.76793008167898,0.0,0.0,0.0,0.0,121214000.0,17346500,30160900.0,3607700
2020-07-28,91.31170654296876,41.40047073364258,193.55245971679688,118.36186981201172,0.0,0.0,0.0,0.0,92.58220322530912,42.345685643282366,196.1201221435379,119.40435668047392,91.3068058231093,41.331726162363246,193.28419691457697,118.11200846088065,92.40349877445908,41.53795659827966,195.0758123335228,118.87880121198148,0.0,0.0,0.0,0.0,103625600.0,13872700,23251400.0,3787500
2020-07-29,93.06199645996094,41.26298522949219,195.50694274902344,118.83570861816406,0.0,0.0,0.0,0.0,93.2480445066697,41.67544282700682,196.0722097373316,119.7575899010773,91.76212543397192,41.09112707771402,193.54286436977003,118.06891594249696,91.79884347724102,41.36609880939045,194.0123315708133,118.36185816808528,0.0,0.0,0.0,0.0,90329200.0,13758100,19632600.0,3179000
2020-07-30,94.18806457519533,40.97942733764648,195.3536834716797,118.62893676757812,0.0,0.0,0.0,0.0,94.2933254570058,41.44344346088709,195.89022378527395,119.08556535760852,91.8159818417508,40.5583782197566,191.2051849351646,117.58643689538312,92.2272388711098,40.96224119109065,192.57524057476024,118.2412349840638,0.0,0.0,0.0,0.0,158130000.0,17276500,25079600.0,2817600
2020-07-31,104.04850006103516,40.59274673461914,196.4171600341797,118.60306549072266,0.0,0.0,0.0,0.0,104.2002729781527,41.048168103231454,196.5033988647913,118.63752231338876,98.72660916826892,40.15450823304104,190.6686453676629,116.48360936962192,100.7437411616726,40.76460162833716,195.8327271249813,118.25843153185518,0.0,0.0,0.0,0.0,374336800.0,14849200,51044000.0,4304100
2020-08-03,106.67025756835938,39.78501510620117,207.4638519287109,117.77598571777344,0.0,0.0,0.0,0.0,109.31406130814392,40.69586113954669,208.51775194929,118.46524065633557,105.64700823879096,39.72486523661367,201.61953846877373,117.17289257644826,105.94810366829324,40.50681681917335,202.6542726837352,118.12923068142264,0.0,0.0,0.0,0.0,308151200.0,14137500,78983000.0,2819200
2020-08-04,107.38262176513672,40.12013626098633,204.35009765625,118.43939208984376,0.0,0.0,0.0,0.0,108.48420794557028,40.26621685531037,205.7680750537304,118.5427757270536,106.13170557330528,39.71627332404295,201.4950062918798,117.19012493659612,106.86120311110066,39.77642319290519,205.1932177715921,118.48247298749592,0.0,0.0,0.0,0.0,173071600.0,11717200,49280100.0,2553500
2020-08-05,107.77185821533205,40.57555389404297,204.01475524902344,117.38829040527344,0.0,0.0,0.0,0.0,108.0949919852103,40.61851761038277,205.98840929669697,119.02525947161293,106.63110352150858,40.22324617538231,202.70218262142487,116.97474267787788,107.10111695684152,40.300582175962525,205.8925948865428,119.02525947161293,0.0,0.0,0.0,0.0,121776800.0,10498700,28806400.0,2924000
2020-08-06,111.53192138671876,40.798973083496094,207.28184509277344,117.05225372314452,0.0,0.0,0.0,0.0,112.031309196415,40.84193680604656,207.3009962807494,117.42272046507392,107.51236013479912,40.04279911050472,202.6830308521893,116.54393338803304,108.10721485879382,40.09435754431843,203.4399121156092,116.54393338803304,0.0,0.0,0.0,0.0,202428800.0,10745000,32656800.0,2692900
2020-08-07,108.99616241455078,41.07394027709961,203.57403564453125,117.81044006347656,0.205,0.0,0.0,0.0,111.50985492003944,41.31454299690533,206.6590726195856,117.82766190348326,108.1917811121576,40.566960540328274,202.0889999571609,116.63008670088,111.04880573133622,40.7903771174392,205.8447085853178,117.12118521636874,0.0,0.0,0.0,0.0,198045600.0,11669700,27820400.0,3692100
2020-08-10,110.58040618896484,41.00521087646485,199.5213165283203,117.15564727783205,0.0,0.0,0.0,0.0,111.60795529663702,41.48640989978926,202.99917176588565,117.93106394539323,107.90485535469416,40.95365243342759,197.70095982425147,116.63871597923458,110.4553322571711,41.29736883116431,202.79796736717944,117.4485894747916,0.0,0.0,0.0,0.0,212403600.0,11888000,36716500.0,3052000
2020-08-11,107.29175567626952,41.18564987182617,194.85543823242188,116.41471862792967,0.0,0.0,0.0,0.0,110.34006593279008,41.80433791677417,198.94645288740764,118.42216769073896,107.02934890049376,40.98801414145037,194.62549244411483,115.98393590577606,109.83733041411,41.64107119495642,198.4770003377149,118.0086199584762,0.0,0.0,0.0,0.0,187902400.0,16531600,36446500.0,3301200
2020-08-12,110.8575210571289,41.61528778076172,200.4219207763672,118.72369384765624,0.0,0.0,0.0,0.0,111.11747305131314,41.83870105569336,201.4662305288872,119.4818623265962,108.19668405740804,41.34890751479757,196.1680185479008,116.52669983515416,108.3928716999354,41.503579504335306,196.68537831820524,116.60423755235668,0.0,0.0,0.0,0.0,165598000.0,9562200,28013100.0,4424600
2020-08-13,112.81942749023438,41.57232666015625,199.95245361328125,118.982177734375,0.0,0.0,0.0,0.0,113.83226284749936,41.87307594861189,202.49138912091323,119.4215713214428,111.75754148026708,41.29735494559071,199.42550363100096,118.12061240145827,112.250472848834,41.46920980875312,200.66144219118792,118.12061240145827,0.0,0.0,0.0,0.0,210082000.0,9882900,22588900.0,2393500
2020-08-14,112.71888732910156,41.63248443603516,200.14407348632807,118.51691436767578,0.0,0.0,0.0,0.0,112.80962430772246,41.83871162222149,200.80515488112687,119.0424696990538,110.89185889831212,41.271581943326034,198.8123351037717,118.2067503500356,112.64286405057706,41.53796227656558,200.00994208877665,118.99077788718752,0.0,0.0,0.0,0.0,165565200.0,10075800,17958900.0,2461700
2020-08-17,112.4245834350586,41.42625045776367,201.4662475585937,118.82711029052734,0.0,0.0,0.0,0.0,113.87639735250816,41.89026650420376,202.3381090011182,119.66282986393718,111.7918719626656,41.41765902486889,200.163250501168,118.07755252432418,113.85187202757668,41.520772609214994,200.8147563394942,118.46525436386216,0.0,0.0,0.0,0.0,119561600.0,9102400,20184800.0,2862500
2020-08-18,113.36140441894533,41.6067008972168,202.62551879882807,118.99079132080078,0.0,0.0,0.0,0.0,113.79057144486886,41.67544547346209,203.459048551506,119.4215739969102,111.83602189029963,41.21142941757179,200.4410849082599,118.06891008363353,112.17445194248056,41.41765986838586,201.70575023579792,119.4215739969102,0.0,0.0,0.0,0.0,105633600.0,9829000,21336200.0,2638600
2020-08-19,113.5036392211914,40.70445251464844,201.396240234375,117.56058502197266,0.0,0.0,0.51,0.0,114.93092792494456,41.57233482245686,203.70121318351363,119.57664471112048,113.408000175807,40.575561341970165,200.96406238596384,117.25904504851266,113.77340284830474,41.34891821180592,203.11536754091307,119.49049606717912,0.0,0.0,0.0,0.0,145538000.0,17371000,27627600.0,3682200
2020-08-20,116.02222442626952,40.687259674072266,206.08297729492188,117.793212890625,0.0,0.0,0.0,0.0,116.1374867099422,40.9020815377747,206.48634420878187,118.16367967198455,113.5281479834284,40.4638463781072,200.6375019759637,116.85410983669884,113.54531645812128,40.61851838220667,201.242545019471,116.87995574486608,0.0,0.0,0.0,0.0,126907200.0,11308700,26981500.0,2263000
2020-08-21,122.00114440917967,40.62710952758789,204.5847930908203,117.56920623779295,0.0,0.0,0.0,0.0,122.48916620019696,40.81615381524601,207.68688676441548,117.7415166679406,116.97866165074524,40.36073251634761,204.4215265453225,116.52670644376865,116.990920571333,40.67866795456415,205.3915270760689,117.49165536974988,0.0,0.0,0.0,0.0,338054800.0,14734100,36249300.0,4295600
2020-08-24,123.46031951904295,41.220027923583984,205.2282257080078,118.58586120605467,0.0,0.0,0.0,0.0,126.33206549237084,41.22861935744473,206.9857624413079,118.62031803764108,121.576891111021,40.541189921311016,204.01811028089563,117.26766719492645,126.24622310373223,40.75601182497293,206.28465870337072,117.56922034369737,0.0,0.0,0.0,0.0,345937600.0,9257700,25460100.0,3177800
2020-08-25,122.44747924804688,41.16847229003906,207.8981475830078,118.29291534423828,0.0,0.0,0.0,0.0,122.79572092434458,41.28877203981406,208.032603228624,119.22340742240972,120.70874061260238,40.94505893730296,204.6615986927404,117.7759709186621,122.32241280518916,41.24580831174047,204.6615986927404,119.12001064942878,0.0,0.0,0.0,0.0,211495600.0,7827800,23043700.0,2597400
2020-08-26,124.1126480102539,41.3832893371582,212.39279174804688,119.30094146728516,0.0,0.0,0.0,0.0,124.573697203019,41.40047548194915,213.29557152779088,119.46464096855632,122.7000730339658,40.79038209251929,208.75287641020205,117.50027324618708,123.77667274303734,41.03957299718315,209.25228930731743,117.6725836672569,0.0,0.0,0.0,0.0,163022400.0,10124200,39600800.0,6019700
2020-08-27,122.62895965576172,41.44343566894531,217.60780334472656,119.24063110351562,0.0,0.0,0.0,0.0,125.0568172899078,41.95041542429512,221.99683117871209,120.55882494799964,121.47388189279762,41.41765809291925,210.7121120126885,118.8184725243387,124.72084202176268,41.46062181226991,214.06391898104908,119.5077273869342,0.0,0.0,0.0,0.0,155552400.0,10931600,57602200.0,4159300
2020-08-28,122.43031311035156,42.81829452514648,219.8455505371093,120.56745147705078,0.0,0.0,0.0,0.0,124.0341661239967,42.83547738930199,221.5070413285257,120.5846864642395,122.20469059258524,41.70121823559546,217.607812879926,118.24122777141896,123.61235596962553,41.89026252052036,219.1444467643606,119.34403031551764,0.0,0.0,0.0,0.0,187630000.0,16420300,26292900.0,3355400
2020-08-31,126.5821762084961,42.56051635742188,216.59939575195312,120.67084503173828,0.0,0.0,0.0,0.0,128.5048507910531,43.02453247623371,219.6438674038165,121.4979535810586,123.60008549368465,42.40584431781793,215.4277044973474,119.75758783227576,125.14999312383176,42.79252441682779,218.01118743324744,120.03329506419732,4.0,0.0,0.0,0.0,225702700.0,18510800,28774200.0,3828700
2020-09-01,131.624267578125,42.20820617675781,218.27047729492188,119.92127227783205,0.0,0.0,0.0,0.0,132.2324686221207,42.40584193226206,218.44334254996568,121.03268569395026,128.043795082123,41.95901526290067,215.5429255939625,119.33540105689416,130.23131610136252,42.37147291933415,216.5801610879219,120.83452936245251,0.0,0.0,0.0,0.0,151948100.0,12588400,25725500.0,3421700
2020-09-02,128.89724731445312,43.98693084716797,222.4770355224609,123.45368957519533,0.0,0.0,0.0,0.0,135.35192130793268,44.13301144296752,223.6391279625917,123.91033129195286,124.58105912722974,42.41443625143714,218.3473201666732,120.05913323934725,134.96935015028407,42.41443625143714,218.94276449796857,120.20559776695328,0.0,0.0,0.0,0.0,200119000.0,26332600,34080800.0,4918200
2020-09-03,118.5776138305664,43.376834869384766,208.6952667236328,120.9397964477539,0.0,0.0,0.0,1.023,126.38599999020104,44.80325206267639,220.22968444914244,124.99223705728922,118.2048543286117,43.05030468453338,206.4479305385887,119.85509564517024,124.49276759936278,44.16738111514257,220.19127483386663,123.89019057536738,0.0,0.0,0.0,0.0,257599600.0,22289400,58400300.0,6642400
2020-09-04,118.65608215332033,43.8580322265625,205.7660369873047,120.41047668457033,0.0,0.0,0.0,0.0,121.3438914628782,44.227526092227656,209.7132880379812,121.75550849282324,108.77788506240816,43.20497192904766,197.06480108183683,118.8311590077472,117.78303452192291,43.77210151482556,206.58238418606985,121.19146930273892,0.0,0.0,0.0,0.0,332607200.0,21019500,59664100.0,4836400
2020-09-08,110.67113494873048,42.80110931396485,194.6350250244141,117.62496185302734,0.0,0.0,0.0,0.0,116.7236141353626,43.85803249027323,201.71318133618064,120.29766631432292,110.53380210538326,42.41442930362727,194.19323376493,116.63571521561732,111.7796093226269,43.76351034575499,198.32296428136345,120.0199765433419,0.0,0.0,0.0,0.0,231366600.0,17776700,52924300.0,4901500
2020-09-09,115.08541870117188,43.12764358520508,202.9232635498047,118.97866821289062,0.0,0.0,0.0,0.0,116.8707530641082,43.61743725634841,206.3326924284308,120.15015043563548,113.0646576871006,42.5777000441264,198.5150233767593,117.49479161347897,115.02656390940771,42.62066376866278,199.3793936773701,117.58157297848868,0.0,0.0,0.0,0.0,176940500.0,15252300,45679000.0,4282300
2020-09-10,111.32838439941406,42.96437072753906,197.23768615722656,116.9394073486328,0.0,0.0,0.0,0.0,118.20486891040828,43.548686431667306,206.23665976470147,119.36046670630616,110.35724275867992,42.9214070123958,196.02758532941417,116.175787065901,118.0675360514794,43.265120011463296,204.94971039022184,118.53609682919983,0.0,0.0,0.0,0.0,182274400.0,15439500,35461500.0,6050500
2020-09-11,109.86676025390624,43.875221252441406,195.9507598876953,117.85057830810548,0.0,0.0,0.0,0.0,113.0352424363664,43.99552097885789,200.368613619327,118.34520826176596,107.90485382080078,43.050302755159535,193.2712455624972,116.47951481598425,112.3878097210836,43.30809162939108,198.99523155246928,117.33860267398416,0.0,0.0,0.0,0.0,180860300.0,18272300,33620100.0,3411900
2020-09-14,113.16276550292967,43.92719268798828,197.276107788086,118.59684753417967,0.0,0.41,0.0,0.0,113.72190854610636,44.37763955681935,200.9160236183838,119.31709046920191,110.6515276225684,43.80591916646753,195.95074881259208,117.84189999886895,112.53495603283936,44.15241777463162,196.15243960847576,118.47536157170468,0.0,0.0,0.0,0.0,140150100.0,10911700,30375800.0,2779000
2020-09-15,113.33934783935548,44.221717834472656,200.5126342773437,117.68568420410156,0.0,0.0,0.0,0.0,116.56668517016762,44.50757969687922,201.4730358265808,119.09146533062209,111.44610762657145,44.03980754264437,198.73588554942936,117.50346189944412,116.07620850865963,44.17840633229294,200.16688913343583,118.43195882354624,0.0,0.0,0.0,0.0,184642000.0,12838400,21823900.0,4080800
2020-09-16,109.99427795410156,43.99649810791016,196.93035888671875,117.13031768798828,0.0,0.0,0.0,0.0,113.7905694748142,44.56821855513328,202.30859926907064,118.53609881113331,109.90599575979792,43.95318660369519,196.5365906978752,116.9567682226918,113.03523881526056,44.135096904071645,202.27978839228365,118.25840907387858,0.0,0.0,0.0,0.0,154679000.0,15353900,26328100.0,3353500
2020-09-17,108.23837280273438,43.78859329223633,194.8750915527344,115.58572387695312,0.0,0.0,0.0,0.0,110.06294635863736,43.85789433468065,196.2388600618452,116.75720613136932,106.63942177646628,43.26018440919292,192.0419097726665,114.2754099721362,107.6301866068194,43.50273475329246,192.1283423992957,115.75060053034272,0.0,0.0,0.0,0.0,178011000.0,13287100,34011300.0,5186400
2020-09-18,104.8050308227539,43.70197296142578,192.4548797607422,114.0844955444336,0.0,0.0,0.0,0.0,108.76808244189398,44.31700488061367,195.5857837616641,116.96545406332972,104.06931596117272,43.49407312585715,188.47881764601027,112.81755914908508,108.29722912156603,43.96184527754475,194.7694511786119,116.02828419835916,0.0,0.0,0.0,0.0,287104900.0,23816600,55225300.0,8473000
2020-09-21,107.98330688476562,42.52389526367188,194.5197296142578,113.8849105834961,0.0,0.0,0.0,0.0,108.09121231234126,43.32950201554704,194.68301077891635,113.94564694268064,101.13625172478088,42.108098763422895,188.603667017435,112.25351635144702,102.54882642462356,43.095615864571336,189.38158995270084,113.1299498266561,0.0,0.0,0.0,0.0,195713800.0,17514800,39839700.0,4402700
2020-09-22,109.6803741455078,43.01763534545898,199.2064971923828,114.67456817626952,0.0,0.0,0.0,0.0,110.71037799208128,43.3468086726699,199.8595778977372,115.31671584404113,107.08085417058425,42.50655174707445,194.0779561891913,113.19937767347348,110.53380611792808,42.54120226666621,196.93994884068,113.67664869404852,0.0,0.0,0.0,0.0,183055400.0,13034600,33517100.0,3951000
2020-09-23,105.07970428466795,41.76159286499024,192.64697265625,113.6766357421875,0.0,0.0,0.0,0.0,109.97465841519106,43.242868262654646,199.8595987711109,115.25596635015184,104.73636469437446,41.726942336464965,192.1091500512969,112.6787163736654,109.4939934664902,43.07828320884402,199.66750670828463,115.15182607690626,0.0,0.0,0.0,0.0,150718700.0,17121200,30803800.0,5909900
2020-09-24,106.15875244140624,42.18604278564453,195.14401245117188,114.179931640625,0.0,0.0,0.0,0.0,108.15008616379497,42.53253806888301,197.4297730540802,114.81339311735746,103.0000820607571,41.198526106508965,191.312004614749,112.7394459891185,103.1668423022004,41.76158218094227,191.93627447628725,114.05844569658078,0.0,0.0,0.0,0.0,167743300.0,16788100,31202500.0,4316600
2020-09-25,110.14141082763672,42.20337677001953,199.5906677246093,115.88943481445312,0.0,0.0,0.0,0.0,110.29836691308304,42.23802399238706,200.76234419545656,116.1324067316374,105.61921652178845,41.56235524160648,194.51973378987617,113.25143508362896,106.36474295950228,41.75292983468044,195.4897487856652,113.58118836022608,0.0,0.0,0.0,0.0,149981400.0,12603400,29437300.0,4576000
2020-09-28,112.7703628540039,42.6884651184082,201.14651489257807,119.7249526977539,0.0,0.0,0.0,0.0,113.12350655425028,43.06094996993204,204.15257661161684,120.25428728914174,110.63188488432448,42.56719159548522,199.82115598560364,117.72910030853848,112.81941350062398,42.71445466221718,202.52949555123573,118.05016755150253,0.0,0.0,0.0,0.0,137672400.0,11215700,32004900.0,7487500
2020-09-29,111.9169464111328,42.37661743164063,199.05284118652344,119.02203369140624,0.0,0.0,0.0,0.0,113.1137105063351,42.93101587728077,201.7515821394097,121.08729468333176,111.40685404279162,42.36795645325898,198.6206633738876,118.99600193561126,112.3681914667656,42.78375280914732,201.060091777366,120.32367444505424,0.0,0.0,0.0,0.0,99382200.0,12426600,24221900.0,4330500
2020-09-30,113.60417175292967,42.76643371582031,202.00125122070312,120.27165222167967,0.0,0.0,0.0,0.0,115.0265581837474,42.982994555606965,203.58590784930948,120.7836279160375,111.45588963561136,42.35063729996468,198.36132129370048,118.796448268341,111.62264986002788,42.67981070168812,199.50420143456049,119.7423176038412,0.0,0.0,0.0,0.0,142675200.0,15755900,33829100.0,7060700
2020-10-01,114.56551361083984,42.601844787597656,204.04693603515625,122.18072509765624,0.0,0.0,0.0,0.0,115.47780029450692,43.01764116558828,205.5163493514869,122.22411578649466,113.62379953158324,42.090761120065366,202.9520787670164,119.3084389256752,115.399322250216,42.82706658650496,205.0361485381876,121.00056986253936,0.0,0.0,0.0,0.0,116120400.0,17577300,27158400.0,6483900
2020-10-02,110.8673324584961,42.75778198242188,198.02520751953125,119.8030242919922,0.0,0.0,0.0,0.0,113.17257857154264,42.94835662007125,202.6351381134689,121.40838667124147,110.08257435293244,42.05612352017752,197.4009376890908,118.18898907364088,110.73981123091282,42.23803387186636,199.76353206439967,120.86169326537188,0.0,0.0,0.0,0.0,144712000.0,13610100,33154800.0,5130200
2020-10-05,114.28103637695312,42.77509689331055,202.04931640625,119.69022369384766,0.0,0.0,0.0,0.0,114.42818083906096,42.92235667441688,202.07812728518,120.08072659085818,111.38722771983753,42.549871775263576,198.78394180004324,118.86585369978222,111.7403714352651,42.81840839925617,199.0144434860497,119.8464275008473,0.0,0.0,0.0,0.0,106243800.0,10628700,21331600.0,4519800
2020-10-06,111.00467681884766,42.39393997192383,197.7562713623047,117.75511169433594,0.0,0.0,0.0,0.0,113.90829763117176,43.07827287610076,201.8571751119225,120.4625337914104,110.11200574119336,42.29865599801854,196.7094372709726,117.27784071240166,113.49629156544228,42.92234883959322,200.5510431734583,119.75096373816729,0.0,0.0,0.0,0.0,161498200.0,10077400,28554300.0,5031000
2020-10-07,112.88809967041016,42.93102264404297,201.52110290527344,118.89187622070312,0.0,0.0,0.0,0.0,113.34914888664012,43.10426867462827,201.7900142255024,119.33444260532562,111.95618961009367,42.40261365917163,198.53425284777435,117.80717545992422,112.4368620820368,42.46325043076773,198.8607859288284,117.96337925478394,0.0,0.0,0.0,0.0,96849000.0,10135600,25681100.0,4347300
2020-10-08,112.78018188476562,43.710636138916016,202.24139404296875,119.6208038330078,0.0,0.0,0.0,0.0,114.18294515171036,43.779937189077046,202.8272396728094,119.86377574137757,112.40741490776593,42.91369388879989,200.07089145194567,118.67493471723706,114.03580068626724,43.06095366370815,202.1741588890125,119.12617393605628,0.0,0.0,0.0,0.0,83477200.0,12143900,19925800.0,2977400
2020-10-09,114.7420883178711,44.013816833496094,207.2642822265625,120.13279724121094,0.0,0.0,0.0,0.0,114.77151571419142,44.37763738021389,207.31230524101483,120.84435415249716,112.73113141642698,43.83190325568173,202.86564081583657,119.66419903338384,113.08427514042768,43.89254001346803,202.86564081583657,120.35841026362309,0.0,0.0,0.0,0.0,100506900.0,11407800,26458000.0,3194000
